episode,reward,action_entropy,z_norm,actions
1,-274.20714285714286,1.6086984872817993,2.771083277463913,"Counter({2: 5, 1: 4, 0: 4, 4: 4, 3: 3})"
2,-630.0309523809523,1.6087526082992554,2.8140212864172263,"Counter({2: 15, 3: 12, 0: 12, 4: 12, 1: 10})"
3,-632.1909090909091,1.608139157295227,2.4925169538944325,"Counter({4: 13, 3: 12, 0: 9, 1: 7, 2: 6})"
4,-1162.1181818181817,1.6080838441848755,2.264141999372915,"Counter({0: 31, 4: 25, 3: 24, 1: 23, 2: 16})"
5,-496.76190476190493,1.6064350605010986,2.1072184417558755,"Counter({2: 12, 4: 9, 1: 9, 0: 8, 3: 8})"
6,-1029.9380952380952,1.598571538925171,2.112518074219687,"Counter({0: 29, 3: 23, 2: 23, 1: 21, 4: 18})"
7,-525.315909090909,1.5717984437942505,2.0324260646646675,"Counter({1: 16, 0: 13, 2: 10, 4: 9, 3: 7})"
8,-558.9068181818182,1.541483998298645,2.0409351747769575,"Counter({2: 23, 0: 19, 1: 16, 3: 11, 4: 9})"
9,-247.68636363636364,1.5238428115844727,1.8852010709898812,"Counter({3: 7, 1: 5, 0: 1, 4: 1})"
10,-855.1068181818185,1.4969151020050049,1.9725589665082786,"Counter({1: 34, 0: 34, 2: 29, 3: 17, 4: 16})"
11,-452.45492957746467,1.434293508529663,1.9512501277335703,"Counter({0: 20, 2: 20, 1: 18, 3: 11, 4: 4})"
12,-956.9113636363636,1.3983863592147827,1.9337814739346504,"Counter({0: 68, 2: 44, 1: 43, 3: 25, 4: 20})"
13,-1103.0954545454542,1.377870798110962,1.9831898838281632,"Counter({0: 52, 2: 27, 4: 27, 1: 21, 3: 13})"
14,-1272.4999999999995,1.4250290393829346,1.9282154562521954,"Counter({4: 30, 0: 23, 2: 21, 3: 12, 1: 12})"
15,-229.33802816901408,1.2946062088012695,2.199238340059916,"Counter({2: 4, 4: 3, 3: 3, 1: 1, 0: 1})"
