episode,reward,alpha,ent_ref,ent_ep,argmax_ref,p0,p1,p2,p3,p4,q0,q1,q2,q3,q4,z_norm,loss_actor,loss_critic
1,-274.20714285714286,0.20000000298023224,1.6084716320037842,1.6086984872817993,3,0.19149939715862274,0.20007012784481049,0.19032350182533264,0.21448460221290588,0.20362232625484467,-0.04782051593065262,-0.016942322254180908,-0.035121988505125046,0.02450285106897354,0.008233599364757538,2.771083277463913,,
2,-630.0309523809523,0.20000000298023224,1.6084716320037842,1.6087526082992554,3,0.19149939715862274,0.20007012784481049,0.19032350182533264,0.21448460221290588,0.20362232625484467,-0.04782051593065262,-0.016942322254180908,-0.035121988505125046,0.02450285106897354,0.008233599364757538,2.8140212864172263,,
3,-632.1909090909091,0.19916190207004547,1.6074979305267334,1.608139157295227,3,0.1867484450340271,0.20323339104652405,0.18426738679409027,0.2148088961839676,0.2109418362379074,-0.058532726019620895,-0.03238760679960251,-0.05437471345067024,0.009757379069924355,-0.009008021093904972,2.4925169538944325,-0.29959287955647423,152.06034197126115
4,-1162.1181818181817,0.19572576880455017,1.6081831455230713,1.6080838441848755,1,0.2027258723974228,0.21045826375484467,0.18873123824596405,0.21031884849071503,0.18776579201221466,-0.11406068503856659,-0.09654729068279266,-0.11942578107118607,-0.07399794459342957,-0.10587762296199799,2.264141999372915,-0.2321464325162186,170.24601061590786
5,-496.76190476190493,0.19482950866222382,1.607590675354004,1.6064350605010986,0,0.21307937800884247,0.21212543547153473,0.19259153306484222,0.20113717019557953,0.1810663789510727,-0.13833549618721008,-0.12172622233629227,-0.1446431577205658,-0.10586851835250854,-0.14100119471549988,2.1072184417558755,-0.14840842427118964,159.38943680472997
6,-1029.9380952380952,0.1913570761680603,1.5962493419647217,1.598571538925171,1,0.22708138823509216,0.23942261934280396,0.1986655741930008,0.18637715280056,0.1484532505273819,-0.2786390483379364,-0.25943517684936523,-0.2928864359855652,-0.28806254267692566,-0.3552479147911072,2.112518074219687,-0.027792925647330637,155.53035970834586
7,-525.315909090909,0.18969424068927765,1.5717207193374634,1.5717984437942505,1,0.2385564148426056,0.262037068605423,0.21830296516418457,0.16674251854419708,0.1143610030412674,-0.3905959725379944,-0.37314358353614807,-0.40609627962112427,-0.4319877326488495,-0.5215196013450623,2.0324260646646675,0.18615783062642036,159.22157138326892
8,-558.9068181818182,0.18742939829826355,1.5515388250350952,1.541483998298645,1,0.2554740309715271,0.26233628392219543,0.2317223995923996,0.15536591410636902,0.09510131925344467,-0.6345727443695068,-0.6257820725440979,-0.645900309085846,-0.7084165215492249,-0.8177759051322937,2.0409351747769575,0.45603818768885596,141.74167986058478
9,-247.68636363636364,0.18699543178081512,1.5468287467956543,1.5238428115844727,1,0.25693279504776,0.26713597774505615,0.23031707108020782,0.15437784790992737,0.09123627096414566,-0.693995475769043,-0.6871992945671082,-0.7060375213623047,-0.7743135094642639,-0.8922149538993835,1.8852010709898812,0.6363390546578628,145.41827744704025
10,-855.1068181818185,0.18373125791549683,1.4868329763412476,1.4969151020050049,1,0.2728140354156494,0.281999409198761,0.26170971989631653,0.1266551911830902,0.05682164058089256,-1.3411482572555542,-1.3324683904647827,-1.35204017162323,-1.4749699831008911,-1.6343872547149658,1.9725589665082786,1.1339247296157393,138.3139535848377
