episode,reward
538,-1436.2615384615385
539,-949.5
540,-1327.0
541,-1496.4193548387098
542,-900.7857142857142
543,-1088.5
544,-699.1142857142856
545,-753.1075268817204
546,-1810.0
547,-977.0
548,-1320.0
549,-634.5
550,-883.5
551,-1418.5
552,-761.3285714285714
553,-895.5
554,-1149.5
555,-1161.5
556,-1577.0
557,-1295.5
558,-1042.5
559,-1574.0
560,-760.0
561,-1239.5
562,-512.0
563,-1424.5
564,-725.0
565,-1318.0
566,-1383.0
567,-1542.5
568,-1285.5
569,-727.7857142857142
570,-685.0
571,-839.0
572,-763.6142857142856
573,-987.5
574,-1275.9193548387098
575,-1362.9193548387098
576,-1437.0
577,-1202.8285714285714
578,-681.5
579,-1009.5
580,-885.0
581,-1350.602564102564
582,-1127.0
583,-1075.4193548387098
584,-905.5
585,-1255.5
586,-1161.1075268817203
587,-1033.0
588,-1149.5
589,-952.5
590,-1106.5
591,-1130.0
592,-1397.5
593,-985.0
594,-1262.1075268817203
595,-1171.0
596,-1196.0
597,-1644.5
598,-816.0
599,-1069.0
600,-1599.5
