episode,reward
270,-279.20000000000005
271,-490.0
272,-398.8
273,-398.8
274,-411.2
275,-398.8
276,-210.4
277,-387.8
278,-387.8
279,-298.8
280,-403.8
281,-447.0
282,-432.4
283,-403.8
284,-403.8
285,-490.0
286,-447.8
287,-452.8
288,-326.4
289,-380.0
290,-234.2
291,-495.0
292,-398.8
293,-490.0
294,-330.8
295,-613.8000000000001
296,-380.0
297,-448.0
298,-404.8
299,-295.6
300,-387.0
301,-280.8
302,-321.0
303,-234.0
304,-387.8
305,-234.8
306,-397.8
307,-448.0
308,-448.0
309,-387.0
310,-339.0
311,-252.8
312,-447.8
313,-304.2
314,-490.0
315,-301.4
316,-298.8
317,-447.8
318,-397.0
319,-454.0
320,-247.8
321,-422.0
322,-381.2
323,-310.79999999999995
324,-389.40000000000003
325,-368.2
326,-237.20000000000002
327,-325.2
328,-398.8
329,-311.20000000000005
330,-448.0
331,-387.0
332,-628.0
333,-254.0
334,-307.0
335,-777.0
336,-349.79999999999995
337,-447.8
338,-398.8
339,-516.8
340,-325.8
341,-453.8
342,-297.0
343,-398.8
344,-407.0
345,-387.0
346,-490.0
347,-387.8
348,-437.0
349,-364.0
350,-292.2
351,-411.2
352,-311.0
353,-338.2
354,-490.0
355,-490.0
356,-398.8
357,-332.0
358,-300.6
359,-319.8
360,-397.0
361,-380.2
362,-387.8
363,-387.6
364,-440.0
365,-404.8
366,-164.2
367,-230.4
368,-490.0
369,-448.0
370,-381.2
371,-448.0
372,-398.0
373,-364.0
374,-587.2
375,-320.2
376,-431.0
377,-496.0
378,-427.4
379,-397.8
380,-300.2
381,-496.0
382,-387.0
383,-437.6
384,-447.8
385,-387.8
386,-343.2
387,-319.2
388,-362.0
389,-330.0
390,-398.0
391,-385.8
392,-397.8
393,-490.0
394,-359.0
395,-311.2
396,-441.0
397,-448.0
398,-447.8
399,-448.0
400,-573.2
401,-245.0
402,-289.4
403,-614.1999999999999
404,-503.8
405,-344.2
406,-398.0
407,-397.0
408,-333.4
409,-397.0
410,-293.20000000000005
411,-320.2
412,-437.0
413,-249.4
414,-492.6
415,-404.8
416,-231.8
417,-362.2
418,-249.0
419,-312.2
420,-371.0
421,-364.8
422,-318.2
423,-398.8
424,-398.8
425,-619.0
426,-295.6
427,-239.20000000000002
428,-1168.8
429,-398.8
430,-447.8
431,-380.40000000000003
432,-320.2
433,-398.8
434,-330.0
435,-341.8
436,-372.0
437,-1144.0
438,-313.0
439,-962.4000000000001
440,-428.59999999999997
441,-503.2
442,-490.0
443,-397.0
444,-373.0
445,-490.0
446,-387.0
447,-472.2
448,-289.8
449,-422.2
450,-448.0
451,-741.0
452,-437.0
453,-377.8
454,-437.0
455,-233.0
456,-397.0
457,-329.2
458,-397.8
459,-329.2
460,-397.0
461,-387.0
462,-673.0
463,-437.0
464,-387.0
465,-755.4
466,-397.0
467,-437.0
468,-700.8
469,-398.8
470,-397.0
471,-437.0
472,-447.8
473,-329.2
474,-769.4
475,-383.8
476,-319.2
477,-397.0
478,-426.59999999999997
479,-398.0
480,-479.0
481,-492.2
482,-397.0
483,-337.2
484,-397.0
485,-373.0
486,-397.0
487,-491.0
488,-397.8
489,-490.0
490,-589.8
491,-343.2
492,-440.0
493,-399.0
494,-437.0
495,-389.0
496,-387.0
497,-448.0
498,-387.0
499,-511.40000000000003
500,-481.0
