critic,actor
143.6900177001953,-0.3493831753730774
150.52928161621094,-0.325644850730896
153.9264678955078,-0.3295913636684418
152.30197143554688,-0.3202459216117859
143.54852294921875,-0.33458277583122253
158.15101623535156,-0.35101938247680664
154.2218475341797,-0.3281109929084778
153.22021484375,-0.33366984128952026
144.49903869628906,-0.31317633390426636
152.19615173339844,-0.3356735110282898
150.28994750976562,-0.32970502972602844
148.80804443359375,-0.3355904519557953
147.322265625,-0.3238295316696167
146.88519287109375,-0.3123221695423126
149.0335693359375,-0.33208927512168884
154.32061767578125,-0.3134303390979767
148.1611328125,-0.31474030017852783
157.8415985107422,-0.323235422372818
152.79261779785156,-0.30865177512168884
153.275634765625,-0.31750234961509705
145.5411834716797,-0.31793200969696045
157.80569458007812,-0.3249448239803314
174.6949005126953,-0.3116630017757416
173.9279022216797,-0.31342387199401855
177.39065551757812,-0.3085508644580841
149.68052673339844,-0.3319448232650757
169.6783447265625,-0.3157554268836975
167.53683471679688,-0.30833619832992554
152.75379943847656,-0.3133884370326996
175.67959594726562,-0.30353429913520813
176.7675018310547,-0.3096104860305786
175.26783752441406,-0.30167144536972046
176.77781677246094,-0.29987046122550964
175.8285369873047,-0.3053528964519501
149.91680908203125,-0.29968032240867615
161.02442932128906,-0.30035310983657837
147.6419219970703,-0.3023073077201843
174.58859252929688,-0.2841833531856537
147.4647979736328,-0.2947254180908203
173.47845458984375,-0.2908591330051422
167.40975952148438,-0.2905610501766205
167.0803680419922,-0.2951434552669525
166.42416381835938,-0.28272154927253723
179.19442749023438,-0.29248666763305664
158.9237823486328,-0.29208284616470337
165.4210968017578,-0.27883049845695496
176.34095764160156,-0.2807575464248657
174.8011016845703,-0.2725468873977661
165.83335876464844,-0.284501314163208
165.62368774414062,-0.28241416811943054
176.69993591308594,-0.28528228402137756
173.437744140625,-0.27514830231666565
168.17213439941406,-0.28746604919433594
165.74124145507812,-0.27555957436561584
170.01210021972656,-0.2644224762916565
159.34152221679688,-0.2676602005958557
174.88470458984375,-0.2705276310443878
174.71730041503906,-0.2571212351322174
161.28761291503906,-0.27577731013298035
176.49424743652344,-0.27468517422676086
167.53355407714844,-0.2793342173099518
172.3359832763672,-0.2629046142101288
169.91795349121094,-0.2581126391887665
177.17721557617188,-0.2662920355796814
166.0786895751953,-0.26814135909080505
173.2156219482422,-0.26453080773353577
171.60247802734375,-0.2588490843772888
162.45545959472656,-0.24982115626335144
165.3260040283203,-0.2561643421649933
176.99468994140625,-0.25159355998039246
172.10708618164062,-0.25953245162963867
177.81082153320312,-0.25896623730659485
173.2623748779297,-0.25232526659965515
172.64476013183594,-0.2496195137500763
164.51034545898438,-0.24849538505077362
167.76571655273438,-0.24549168348312378
171.89376831054688,-0.2370862066745758
171.7742919921875,-0.2559241056442261
164.7720489501953,-0.250885546207428
167.6931915283203,-0.24566467106342316
171.23410034179688,-0.25508978962898254
169.80221557617188,-0.2369714230298996
171.25408935546875,-0.225974440574646
176.5273895263672,-0.24389299750328064
158.68206787109375,-0.23664452135562897
168.05270385742188,-0.23807299137115479
166.2654266357422,-0.23397701978683472
167.2237548828125,-0.217848539352417
170.17962646484375,-0.20459866523742676
164.29908752441406,-0.22084824740886688
155.312255859375,-0.23371094465255737
169.23562622070312,-0.22353224456310272
162.01390075683594,-0.19533409178256989
158.4928436279297,-0.22699199616909027
167.09341430664062,-0.22075320780277252
169.23057556152344,-0.21606864035129547
163.05682373046875,-0.22677651047706604
170.19595336914062,-0.19301797449588776
169.6470184326172,-0.19134481251239777
181.8827667236328,-0.22735421359539032
172.84506225585938,-0.22115930914878845
182.80615234375,-0.20639568567276
157.7962646484375,-0.20769502222537994
163.4351806640625,-0.19834038615226746
174.54501342773438,-0.2105378806591034
165.51507568359375,-0.2131497710943222
165.09036254882812,-0.18791992962360382
167.64500427246094,-0.17585304379463196
184.87252807617188,-0.201895073056221
157.351318359375,-0.1947420835494995
165.3287353515625,-0.20469410717487335
175.3710479736328,-0.21008320152759552
169.9427490234375,-0.17750991880893707
164.3596649169922,-0.15243443846702576
174.2328338623047,-0.19168755412101746
169.31842041015625,-0.19396686553955078
174.94349670410156,-0.1616503745317459
159.7290802001953,-0.17734594643115997
169.39157104492188,-0.15980921685695648
163.78634643554688,-0.17429573833942413
165.7794952392578,-0.1845627874135971
167.55819702148438,-0.18738272786140442
172.63502502441406,-0.15510660409927368
168.0010986328125,-0.1447841227054596
162.46987915039062,-0.15510410070419312
167.39476013183594,-0.17422446608543396
172.546630859375,-0.1943807601928711
161.29278564453125,-0.17909599840641022
164.7002410888672,-0.14810092747211456
162.79319763183594,-0.13427788019180298
164.21969604492188,-0.13735999166965485
159.9200897216797,-0.13290227949619293
168.70431518554688,-0.17682436108589172
179.28298950195312,-0.13848794996738434
168.851806640625,-0.15256892144680023
168.46017456054688,-0.11788221448659897
171.89686584472656,-0.1484767198562622
174.29444885253906,-0.1380610167980194
164.7441864013672,-0.15150468051433563
168.15798950195312,-0.13564367592334747
171.5045166015625,-0.13269461691379547
171.10391235351562,-0.1469603180885315
171.36790466308594,-0.08177012950181961
160.29638671875,-0.12428923696279526
171.38421630859375,-0.12012982368469238
172.9072723388672,-0.13813360035419464
162.82354736328125,-0.1204884946346283
164.98370361328125,-0.10841559618711472
170.6380615234375,-0.11486726254224777
173.23875427246094,-0.1073731854557991
174.48240661621094,-0.09636008739471436
169.08822631835938,-0.09651992470026016
168.14283752441406,-0.11065591126680374
160.28677368164062,-0.06497211009263992
172.8303680419922,-0.06497830152511597
167.75497436523438,-0.08733151853084564
161.58657836914062,-0.060460615903139114
148.3969268798828,-0.09168548882007599
154.66590881347656,-0.07860622555017471
164.8836669921875,-0.11900267004966736
176.15625,-0.06727629154920578
165.11776733398438,-0.08208364993333817
152.66026306152344,-0.06759517639875412
159.3811492919922,-0.08227986097335815
172.13111877441406,-0.09770295023918152
145.5440216064453,-0.008452126756310463
165.35867309570312,-0.05183034762740135
155.99098205566406,-0.03846493735909462
170.05467224121094,-0.023764854297041893
