episode,reward,action_entropy,z_norm,actions
1,-420.4476190476191,1.609184980392456,2.7497793095452443,"Counter({1: 10, 2: 10, 4: 7, 0: 5, 3: 3})"
2,-411.11136363636365,1.6086633205413818,2.4317785842078075,"Counter({4: 8, 3: 5, 0: 4, 2: 3, 1: 1})"
3,-482.26690140845074,1.6052926778793335,2.2072311507331,"Counter({2: 11, 4: 9, 1: 8, 3: 4, 0: 4})"
4,-584.7204545454545,1.5965137481689453,2.191194471765737,"Counter({0: 15, 1: 14, 3: 13, 4: 10, 2: 9})"
5,-281.419014084507,1.5892127752304077,2.052638018131256,"Counter({3: 7, 2: 5, 4: 3, 1: 3, 0: 2})"
6,-270.8,1.5824717283248901,2.143273110191027,"Counter({1: 7, 2: 5, 0: 5, 4: 4, 3: 3})"
7,-346.59014084507044,1.5796053409576416,2.0417572148144245,"Counter({3: 11, 1: 7, 0: 7, 2: 4, 4: 3})"
8,-329.15000000000003,1.5629818439483643,2.364477071762085,"Counter({3: 11, 2: 6, 0: 3, 1: 3, 4: 2})"
9,-515.7760563380282,1.571211338043213,2.2747188223169204,"Counter({1: 13, 0: 11, 3: 10, 4: 9, 2: 4})"
10,-351.7338028169014,1.5777406692504883,1.947329334590746,"Counter({1: 7, 4: 6, 2: 5, 3: 3, 0: 2})"
11,-348.50714285714287,1.5712062120437622,2.0134959291009342,"Counter({0: 9, 2: 8, 1: 6, 4: 6, 3: 5})"
12,-233.94436619718311,1.5581474304199219,2.2210489878287683,"Counter({1: 5, 4: 3, 3: 2, 2: 2, 0: 1})"
13,-305.2415492957747,1.5581845045089722,2.136229693889618,"Counter({4: 5, 1: 4, 2: 4, 3: 3, 0: 1})"
14,-527.948591549296,1.556788444519043,2.1360238971454755,"Counter({1: 16, 0: 15, 3: 11, 4: 9, 2: 5})"
15,-580.2922535211268,1.5695767402648926,1.9314295360020228,"Counter({1: 18, 0: 16, 2: 14, 3: 12, 4: 10})"
16,-630.5068181818183,1.5381845235824585,2.0178218965661037,"Counter({1: 22, 3: 14, 0: 13, 2: 13, 4: 11})"
17,-200.89545454545453,1.4806630611419678,2.002595603466034,"Counter({2: 5, 4: 2, 1: 2, 3: 1})"
18,-506.1485915492958,1.4537453651428223,2.0600276105105877,"Counter({4: 9, 3: 7, 1: 7, 2: 6, 0: 3})"
