episode,reward,action_entropy,z_norm,actions
1,-369.0,1.6092984676361084,2.7199469171464443,"Counter({0: 7, 3: 7, 2: 6, 4: 6, 1: 6})"
2,-256.0,1.6090528964996338,2.6268200356027354,"Counter({2: 7, 1: 7, 3: 3, 4: 3, 0: 3})"
3,-382.1000000000001,1.6059317588806152,2.2681548065609403,"Counter({2: 12, 1: 8, 4: 6, 3: 5, 0: 5})"
4,-301.30000000000007,1.5953052043914795,2.6504309544196496,"Counter({2: 7, 0: 6, 1: 6, 4: 5, 3: 2})"
5,-242.8,1.5861341953277588,2.535491724809011,"Counter({1: 5, 2: 5, 4: 3, 3: 3, 0: 2})"
6,-369.4,1.5145748853683472,2.5909757325143525,"Counter({1: 10, 0: 7, 2: 7, 3: 6, 4: 3})"
7,-547.8999999999999,1.0923177003860474,3.3147044661972256,"Counter({0: 28, 2: 23, 1: 16, 3: 3, 4: 2})"
8,-799.3999999999999,0.8793972134590149,2.8110901985849654,"Counter({2: 38, 0: 27, 1: 5})"
9,-568.7,0.8058720827102661,2.3377298728212135,"Counter({0: 40, 2: 32, 1: 5})"
10,-422.6,0.8294554352760315,2.286693618331157,"Counter({0: 41, 2: 27, 1: 3})"
11,-131.0,0.7331532835960388,2.2762247969706855,"Counter({0: 53, 1: 10, 2: 9})"
12,-64.4,0.46404388546943665,2.2039431244579712,"Counter({0: 56, 2: 6, 1: 5})"
13,-36.19999999999999,0.33559486269950867,2.0079044691153936,"Counter({0: 63, 1: 7})"
14,-41.30000000000001,0.2905735969543457,2.1315867960453034,"Counter({0: 61, 1: 6, 2: 3})"
15,-35.599999999999994,0.24724897742271423,2.089660918712616,"Counter({0: 62, 1: 6, 2: 2})"
16,-29.900000000000006,0.29299357533454895,1.9256353235580552,"Counter({0: 63, 2: 5, 1: 3})"
17,-60.5,0.28192394971847534,2.115282294296083,"Counter({0: 54, 2: 5, 1: 4})"
18,-48.80000000000001,0.26708441972732544,2.163011078898971,"Counter({0: 63, 1: 8, 2: 3})"
19,-68.9,0.32234880328178406,2.050298206267818,"Counter({0: 53, 1: 7, 2: 2})"
20,-60.80000000000001,0.3718079924583435,2.1169151084523805,"Counter({0: 59, 2: 6, 1: 6})"
21,-115.70000000000002,0.40872231125831604,1.962659733765053,"Counter({0: 50, 1: 9, 2: 7})"
22,-87.5,0.537553608417511,1.9754454822682623,"Counter({0: 54, 1: 9, 2: 4})"
23,-113.9,0.5064870119094849,2.1075293149266923,"Counter({0: 53, 1: 9, 2: 8})"
24,-127.7,0.583903968334198,2.0864323492973083,"Counter({0: 46, 1: 9, 2: 7})"
25,-282.5,0.6699864864349365,1.9842328974898433,"Counter({0: 43, 1: 19, 2: 9})"
26,-335.9,0.7931875586509705,1.9917284727096558,"Counter({0: 42, 1: 23, 2: 5})"
27,-258.1,0.9437012076377869,1.9798557133209416,"Counter({1: 17, 0: 13, 2: 11})"
28,-127.9,1.0413236618041992,1.8125552535057068,"Counter({2: 6, 1: 4})"
29,-127.9,0.9983479380607605,2.044683241844177,"Counter({2: 6, 1: 4})"
30,-144.4,0.9036540389060974,2.202497363090515,"Counter({2: 7, 1: 7, 0: 2})"
31,-145.0,1.0145279169082642,1.8709144171546488,"Counter({1: 9, 2: 5, 0: 3})"
32,-241.60000000000002,0.9144681692123413,2.00806924700737,"Counter({1: 17, 2: 6, 0: 5})"
33,-166.6,1.0165296792984009,2.1475818883627653,"Counter({0: 12, 1: 12, 2: 8})"
34,-439.29999999999995,0.7408462762832642,1.9411760641604054,"Counter({1: 28, 0: 15, 2: 6})"
35,-310.3,0.9164201021194458,1.9056007449443524,"Counter({1: 21, 0: 10, 2: 8})"
36,-208.0,0.9548418521881104,1.9857624106936984,"Counter({1: 14, 0: 12, 2: 10})"
37,-223.60000000000002,0.8771960139274597,1.9111337801989388,"Counter({1: 17, 0: 11, 2: 6})"
38,-401.2,0.8163363933563232,2.0893745168726494,"Counter({1: 27, 0: 16, 2: 4})"
39,-447.4,0.7825717926025391,2.08005681846823,"Counter({1: 29, 0: 21, 2: 6})"
40,-273.4,0.9965779185295105,1.987274607545451,"Counter({1: 18, 0: 10, 2: 10})"
41,-367.9,0.7446075677871704,1.8475326219430337,"Counter({1: 25, 0: 19, 2: 8})"
42,-428.5,0.8158969283103943,1.9255866301059723,"Counter({1: 24, 2: 14, 0: 12})"
43,-261.4,0.8255230784416199,1.9980684012736913,"Counter({0: 23, 1: 19, 2: 11})"
44,-340.9,0.8589816093444824,2.06152053501295,"Counter({1: 24, 0: 16, 2: 6})"
45,-630.9999999999999,0.8026238083839417,1.932283519670881,"Counter({1: 34, 0: 15, 2: 9})"
46,-519.6999999999999,0.7933192849159241,1.87973909703168,"Counter({1: 29, 0: 14, 2: 12})"
47,-181.60000000000002,1.085125207901001,1.9120487225683112,"Counter({2: 11, 1: 7, 0: 1})"
48,-408.4,0.8800257444381714,1.9955720018457483,"Counter({1: 23, 0: 16, 2: 15})"
49,-547.9,0.7517765164375305,1.8865502685831304,"Counter({1: 31, 0: 16, 2: 10})"
50,-349.0,0.877122700214386,1.9386551520403694,"Counter({1: 20, 0: 16, 2: 15})"
51,-474.7,0.7148862481117249,1.9607372790575028,"Counter({1: 30, 0: 23, 2: 7})"
52,-409.59999999999997,0.8975721001625061,1.9782151473420007,"Counter({1: 27, 0: 21, 2: 8})"
53,-411.4,0.8164466023445129,1.8920789581758004,"Counter({1: 26, 0: 18, 2: 10})"
54,-148.9,1.0908714532852173,1.7286420583724975,"Counter({2: 10, 1: 3, 0: 2})"
55,-476.4,0.9018778204917908,1.9184702168811452,"Counter({1: 26, 0: 16, 2: 12, 3: 1})"
56,-777.4,0.7995020151138306,1.927253948919701,"Counter({1: 39, 0: 19, 2: 8})"
57,-442.9,0.8168107271194458,2.0114436026277214,"Counter({1: 28, 0: 21, 2: 9})"
58,-808.9,0.8705398440361023,1.9547489093196007,"Counter({1: 40, 0: 16, 2: 6})"
59,-534.1,0.8089186549186707,1.943040181850565,"Counter({1: 32, 0: 20, 2: 6})"
60,-160.0,1.0813443660736084,2.008473075926304,"Counter({2: 10, 1: 5, 0: 1})"
61,-400.9,0.7929936051368713,1.9966543872477645,"Counter({1: 28, 0: 26, 2: 5})"
62,-768.4,0.7939282655715942,1.9565871893495754,"Counter({1: 39, 0: 22, 2: 8})"
63,-648.4,0.7792921662330627,1.8910419113106198,"Counter({1: 35, 0: 26, 2: 11})"
64,-124.60000000000001,1.0921924114227295,2.035495767990748,"Counter({1: 7, 2: 3, 0: 2})"
65,-607.9,0.8024987578392029,1.9610994708153509,"Counter({1: 34, 0: 20, 2: 8})"
66,-559.9,0.7443973422050476,1.8533597933128476,"Counter({1: 34, 0: 27, 2: 3})"
67,-426.4,0.7895545363426208,1.8569603354211837,"Counter({1: 29, 0: 28, 2: 6})"
68,-532.9,0.7329263091087341,1.8928641091132987,"Counter({1: 31, 0: 18, 2: 9})"
69,-733.0,0.7047401666641235,1.9007807261701943,"Counter({1: 39, 0: 26, 2: 4})"
70,-555.0999999999999,0.7727249264717102,1.8825897033397967,"Counter({1: 33, 0: 25, 2: 7})"
71,-432.20000000000005,0.6676889061927795,1.9447501506124223,"Counter({0: 39, 1: 27, 2: 4})"
72,-126.19999999999999,0.5151327848434448,1.9415535642139947,"Counter({0: 51, 1: 12, 2: 4})"
73,-106.4,0.45161738991737366,1.9251151578766958,"Counter({0: 54, 1: 10, 2: 6})"
74,-140.6,0.4733755588531494,1.8419611806219274,"Counter({0: 48, 1: 11, 2: 7})"
75,-121.89999999999999,0.9557870030403137,1.8796751101811726,"Counter({2: 6, 1: 4, 0: 2})"
76,-137.9,0.43670564889907837,1.9501741807306967,"Counter({0: 45, 2: 9, 1: 8})"
77,-135.1,0.9057475924491882,2.0142295002937316,"Counter({2: 8, 1: 2})"
78,-153.9,0.974667489528656,1.9715152382850647,"Counter({1: 8, 2: 4, 3: 1, 0: 1})"
79,-127.89999999999999,0.9736762046813965,1.722767746448517,"Counter({1: 6, 2: 4})"
80,-216.8,0.5395771861076355,1.9383000884737287,"Counter({0: 46, 1: 16, 2: 8})"
81,-157.0,0.9650655388832092,2.0158850585713104,"Counter({1: 10, 2: 5, 0: 2})"
82,-118.4,0.44504696130752563,1.8828477176927751,"Counter({0: 47, 1: 9, 2: 6})"
83,-133.5,1.0136126279830933,2.23896501660347,"Counter({1: 5, 2: 4, 3: 1})"
84,-127.89999999999999,0.9586008191108704,2.2520139813423157,"Counter({1: 6, 2: 4})"
85,-228.8,0.4982905089855194,1.9576911348285098,"Counter({0: 42, 1: 16, 2: 8})"
86,-255.2,0.5355515480041504,1.9481615407366148,"Counter({0: 44, 1: 17, 2: 10})"
87,-231.5,0.5502244830131531,1.9865875329290117,"Counter({0: 39, 1: 15, 2: 9})"
88,-170.0,0.522293210029602,1.9081332267276825,"Counter({0: 43, 1: 10, 2: 10})"
89,-148.3,0.9893957376480103,2.085322880744934,"Counter({2: 8, 1: 6, 0: 1})"
90,-186.5,0.45378538966178894,1.8801899534005386,"Counter({0: 45, 1: 15, 2: 5})"
91,-221.0,0.5156974196434021,1.86136482495528,"Counter({0: 41, 1: 14, 2: 10})"
92,-249.39999999999998,0.5308403372764587,1.8742791799398568,"Counter({0: 41, 1: 16, 2: 7, 3: 1})"
93,-191.5,1.067876935005188,2.1319697279679146,"Counter({1: 8, 2: 5, 0: 3, 3: 3})"
94,-162.4,1.0951793193817139,2.033020642068651,"Counter({2: 10, 1: 6, 0: 2})"
95,-221.3,0.5259363055229187,2.025029299720641,"Counter({0: 40, 1: 16, 2: 6})"
96,-155.0,0.48972466588020325,1.9620431440217154,"Counter({0: 51, 1: 14, 2: 5})"
97,-186.5,0.4958215653896332,1.96814140356504,"Counter({0: 45, 1: 15, 2: 5})"
98,-195.9,0.557526171207428,1.983279905011577,"Counter({0: 45, 1: 14, 3: 2, 2: 1})"
99,-268.20000000000005,0.602060079574585,2.0331206780213575,"Counter({0: 42, 1: 17, 2: 4, 3: 2})"
100,-182.6,0.5721580982208252,1.9233743024594856,"Counter({0: 48, 1: 11, 2: 4, 3: 3})"
101,-249.4,0.6132131218910217,2.032915450845446,"Counter({0: 47, 1: 18, 2: 4, 3: 1})"
102,-271.99999999999994,0.6439197659492493,1.8450571102638766,"Counter({0: 48, 1: 16, 2: 6, 3: 3})"
103,-279.8,0.70301353931427,2.0345053545066287,"Counter({0: 47, 1: 12, 3: 6, 2: 5})"
104,-188.6,0.5450095534324646,1.8873816459409651,"Counter({0: 47, 1: 7, 3: 6, 2: 2})"
105,-410.9,0.6874991655349731,1.7853001282765315,"Counter({0: 37, 1: 17, 3: 6, 2: 5})"
106,-135.8,0.5644966959953308,1.8797797425226732,"Counter({0: 51, 1: 8, 2: 4, 3: 3})"
107,-219.2,0.6052161455154419,1.811943753866049,"Counter({0: 44, 1: 12, 2: 6, 3: 3})"
108,-342.5,0.5886904001235962,2.0571882782443875,"Counter({0: 38, 1: 14, 3: 6, 2: 4})"
109,-161.1,0.5718985199928284,1.8497378710777528,"Counter({0: 48, 1: 12, 3: 2})"
110,-238.8,0.6761075258255005,1.7716298368242052,"Counter({0: 44, 1: 12, 3: 5, 2: 2})"
111,-121.69999999999999,0.633047342300415,1.8136821141609778,"Counter({0: 52, 1: 8, 3: 3, 2: 2})"
112,-185.4,0.5834976434707642,1.8158081242016384,"Counter({0: 52, 1: 8, 2: 5, 3: 5})"
113,-186.5,0.5385726094245911,1.70916320340974,"Counter({0: 53, 1: 8, 3: 6, 2: 3})"
114,-259.7,0.6974303126335144,1.817371891095088,"Counter({0: 43, 1: 9, 2: 7, 3: 6})"
115,-181.7,0.5285394787788391,1.776809528044292,"Counter({0: 53, 1: 8, 3: 6, 2: 3})"
116,-148.7,0.6005862951278687,1.7593600471173563,"Counter({0: 47, 1: 8, 2: 4, 3: 3})"
117,-139.7,0.5294514298439026,1.8460042765063625,"Counter({0: 50, 3: 6, 1: 4, 2: 2})"
118,-212.8,0.6431493163108826,1.8018327252939343,"Counter({0: 43, 1: 15, 2: 5, 3: 1})"
119,-123.5,0.46491703391075134,1.8296393491852452,"Counter({0: 58, 3: 6, 1: 5, 2: 2})"
120,-352.0,0.6965672373771667,1.8990479052066802,"Counter({0: 45, 1: 13, 3: 7, 2: 5})"
121,-283.7,0.5598163604736328,1.7581972727408777,"Counter({0: 46, 3: 9, 1: 9, 2: 1})"
122,-266.7,0.7158481478691101,1.761052681849553,"Counter({0: 42, 2: 9, 1: 9, 3: 5})"
123,-196.0,0.6044711470603943,1.76601410392792,"Counter({0: 44, 1: 9, 2: 5, 3: 4})"
124,-150.6,0.5129319429397583,1.7715124170626364,"Counter({0: 46, 1: 9, 2: 5, 3: 2})"
125,-206.6,0.6169370412826538,1.7189800262451171,"Counter({0: 50, 1: 13, 2: 4, 3: 3})"
126,-264.1,0.66986483335495,1.6688254228005042,"Counter({0: 44, 3: 7, 2: 7, 1: 7})"
127,-225.5,0.6297507882118225,1.7793289576257978,"Counter({0: 52, 3: 9, 1: 5, 2: 4})"
128,-211.9,0.6124218106269836,1.754599049897261,"Counter({0: 52, 3: 7, 1: 7, 2: 5})"
129,-243.00000000000003,0.6644508242607117,1.6703354707786016,"Counter({0: 48, 1: 11, 2: 6, 3: 5})"
130,-173.7,0.5314321517944336,1.7716337555930728,"Counter({0: 48, 1: 8, 3: 5, 2: 2})"
131,-221.3,0.6866194009780884,1.872952921736625,"Counter({0: 43, 1: 13, 3: 3, 2: 3})"
132,-216.0,0.6221237182617188,1.7714116311434545,"Counter({0: 47, 1: 10, 3: 5, 2: 4})"
133,-281.20000000000005,0.6855180859565735,1.9146092295646668,"Counter({0: 44, 1: 15, 3: 4, 2: 2})"
134,-366.0,0.6280152201652527,1.917872897216252,"Counter({0: 44, 1: 11, 3: 8, 2: 7})"
135,-206.70000000000002,0.5388203263282776,1.9515156774635773,"Counter({0: 59, 1: 8, 2: 7, 3: 7, 4: 2})"
136,-242.1,0.6675799489021301,1.8737254445369427,"Counter({0: 44, 1: 10, 2: 6, 3: 5})"
137,-152.2,0.45181167125701904,1.967759129830769,"Counter({0: 55, 1: 10, 3: 4, 2: 1})"
138,-151.1,1.317995548248291,2.331709525801919,"Counter({2: 5, 1: 4, 0: 1, 4: 1})"
139,-139.7,0.5951266288757324,1.853260697857026,"Counter({0: 45, 1: 10, 2: 7})"
140,-355.59999999999997,0.8771079182624817,1.7741448671098738,"Counter({0: 35, 1: 15, 2: 9, 3: 4})"
141,-214.8,0.6240400075912476,1.958776827099957,"Counter({0: 55, 1: 13, 2: 7, 3: 3, 4: 1})"
142,-176.3,1.4186229705810547,2.424710818699428,"Counter({2: 4, 0: 3, 1: 3, 3: 3, 4: 1})"
143,-159.0,1.4448586702346802,2.642040753364563,"Counter({1: 4, 2: 3, 3: 2, 4: 1})"
144,-134.10000000000002,1.3249751329421997,2.3626495599746704,"Counter({1: 5, 2: 4, 3: 1})"
145,-231.2,0.7144754528999329,1.763519569750755,"Counter({0: 40, 1: 17, 2: 5})"
146,-216.4,0.7248581051826477,1.8570152189996507,"Counter({0: 50, 1: 10, 2: 8, 3: 4})"
147,-164.3,1.4002002477645874,2.9085111141204836,"Counter({3: 3, 1: 3, 2: 3, 4: 1})"
148,-246.1,0.6363080739974976,2.063511471359097,"Counter({0: 74, 1: 10, 2: 6, 4: 5, 3: 3})"
149,-276.9,0.716402530670166,2.0194339413701754,"Counter({0: 54, 1: 16, 2: 7, 3: 3, 4: 1})"
150,-173.8,0.6102113127708435,1.8345398090102456,"Counter({0: 46, 1: 11, 2: 8, 3: 1})"
151,-138.3,0.5288225412368774,2.057953236164985,"Counter({0: 60, 2: 7, 1: 6, 3: 3, 4: 1})"
152,-195.3,0.48972591757774353,2.101243257522583,"Counter({0: 55, 1: 10, 2: 3, 4: 3, 3: 2})"
153,-211.0,0.5203270316123962,2.0758333677469296,"Counter({0: 59, 2: 11, 1: 11, 3: 3, 4: 2})"
154,-270.70000000000005,0.6052830815315247,2.0305815588860283,"Counter({0: 76, 1: 16, 2: 6, 3: 4, 4: 3})"
155,-192.10000000000002,1.3322317600250244,3.279127669334412,"Counter({1: 4, 3: 2, 2: 2, 4: 2})"
156,-736.4999999999997,0.8045703172683716,2.5931407583170922,"Counter({0: 82, 2: 25, 4: 19, 1: 16, 3: 3})"
