episode,reward,alpha,ent_ref,ent_ep,argmax_ref,p0,p1,p2,p3,p4,q0,q1,q2,q3,q4,z_norm,loss_actor,loss_critic
1,-1593.4323943661966,1.921868085861206,1.6023588180541992,1.6068649291992188,0,0.24825282394886017,0.18650414049625397,0.1832371950149536,0.18716716766357422,0.19483862817287445,0.5432160496711731,0.009231381118297577,-0.021475940942764282,0.020335692912340164,0.09361769258975983,2.3528711944818497,-3.275414434671402,34.54392770767212
2,-295.3084507042254,1.9158756732940674,1.5998172760009766,1.5972139835357666,0,0.2566385865211487,0.18406306207180023,0.18061324954032898,0.18587489426136017,0.19281019270420074,0.6256003975868225,0.011667350307106972,-0.028511498123407364,0.028194649145007133,0.09819454699754715,2.3441013172268867,-3.508960783481598,33.38966131210327
3,-235.875,1.9107024669647217,1.5966768264770508,1.596472978591919,0,0.2655773162841797,0.18219920992851257,0.17723175883293152,0.1841384321451187,0.1908533126115799,0.7026990056037903,0.015536846593022346,-0.03537467122077942,0.03533169999718666,0.1010030061006546,1.8736422743116106,-3.5781629596437727,32.364954130990164
4,-742.9070422535209,1.87767493724823,1.5521552562713623,1.561852216720581,0,0.3441014289855957,0.16136163473129272,0.15201503038406372,0.1740233153104782,0.16849853098392487,1.374902606010437,-0.017967287451028824,-0.12107421457767487,0.11928338557481766,0.06927838176488876,2.3230671786298656,-4.020419390514643,33.98114828629927
5,-497.44014084507046,1.8647518157958984,1.5009416341781616,1.4960907697677612,0,0.40195077657699585,0.1450451761484146,0.13398253917694092,0.16716709733009338,0.15185442566871643,1.8161098957061768,-0.04033727943897247,-0.18411116302013397,0.2221754789352417,0.05158093571662903,2.1903589426302443,-5.019173575382607,33.08172057656681
6,-962.3295454545448,1.8489307165145874,0.9311155080795288,1.1468620300292969,0,0.7371605038642883,0.05878261476755142,0.04666946455836296,0.09499441087245941,0.062393005937337875,4.37145471572876,-0.2473272979259491,-0.6831546425819397,0.6419878602027893,-0.11827492713928223,2.1708531796932222,-8.860588388442993,34.04172203063965
7,-80.16904761904766,1.858749270439148,0.21134112775325775,0.24051439762115479,0,0.9615198969841003,0.006936830934137106,0.0050687724724411964,0.018501615151762962,0.00797283835709095,8.542974472045898,-0.7820727229118347,-1.3880475759506226,1.3108960390090942,-0.4789796769618988,2.027656486928463,-18.95556670665741,30.763163084983827
8,-100.50633802816904,1.8743462562561035,0.026814542710781097,0.05026848241686821,0,0.9965826869010925,0.000540687411557883,0.00036781205562874675,0.0018873499939218163,0.0006214596796780825,15.078397750854492,-1.483762502670288,-2.507295846939087,2.6455905437469482,-1.1196433305740356,2.0654403123259546,-35.181536531448366,25.443482089042664
9,196.24761904761908,1.8929046392440796,0.004195887129753828,0.0037348968908190727,0,0.9995760321617126,6.408991612261161e-05,4.1841063648462296e-05,0.0002458022499922663,7.22067488823086e-05,24.293670654296875,-2.9675002098083496,-4.174063682556152,4.895818710327148,-2.615570068359375,1.9701819550991058,-56.25883967399597,26.4088121843338
10,78.25000000000004,1.9143844842910767,0.0014268567319959402,0.001413839403539896,0,0.9998712539672852,1.947070450114552e-05,1.2599328329088166e-05,7.508941052947193e-05,2.15659001696622e-05,36.227352142333984,-4.292503833770752,-5.994584560394287,8.47342586517334,-4.581361770629883,1.9955272960662842,-77.8663102722168,27.20542719602585
11,22.679545454545494,1.938940167427063,0.0005566200707107782,0.0007540408405475318,0,0.999954104423523,7.031593668216374e-06,4.541020643955562e-06,2.6693694962887093e-05,7.671619641769212e-06,49.328407287597656,-5.65693998336792,-7.154838562011719,12.861990928649902,-7.183346271514893,1.9915114223957062,-96.40076210021972,30.59330934047699
12,-36.469014084507066,1.9667713642120361,0.0002597156271804124,0.0004946780973114073,0,0.9999799728393555,3.100836011071806e-06,2.0073573523404775e-06,1.1610986803134438e-05,3.3405344765924383e-06,62.71873474121094,-6.324714183807373,-7.756250381469727,18.611465454101562,-9.363102912902832,1.9781749173998833,-112.45883480072021,33.53300343036651
13,-23.824999999999996,1.998100996017456,0.00015331650502048433,0.00026109215104952455,0,0.9999885559082031,1.7663195421846467e-06,1.1497595551190898e-06,6.524432137666736e-06,1.8884353494286188e-06,77.33377075195312,-7.552416801452637,-8.316739082336426,24.307558059692383,-11.166869163513184,1.95064137250185,-127.48148429870605,35.030745158195494
14,-7.742857142857119,2.0331673622131348,9.495095582678914e-05,0.00010917169856838882,0,0.9999933242797852,1.064920638782496e-06,6.979153113206849e-07,3.875084075843915e-06,1.1312565675325459e-06,92.52564239501953,-7.886084079742432,-7.881559371948242,30.757694244384766,-13.011075973510742,1.9876725137233735,-140.95081874847412,32.33355467557907
15,-153.26760563380284,2.0722177028656006,6.346335430862382e-05,0.00018745333363767713,0,0.9999955892562866,6.953192723813117e-07,4.588974036323634e-07,2.4930805011535995e-06,7.342187018366531e-07,105.24763488769531,-7.145794868469238,-6.86411714553833,36.165382385253906,-14.25080394744873,2.0273834538459776,-151.4983331298828,36.63006901741028
16,-62.54154929577468,2.1155014038085938,4.4718650315189734e-05,9.9334996775724e-05,0,0.9999970197677612,4.818107868231891e-07,3.1999482530409296e-07,1.7050034557541949e-06,5.062331638328033e-07,118.9638442993164,-6.646377086639404,-5.787748336791992,41.76251220703125,-14.441117286682129,1.9243807375431061,-162.46171379089355,34.66257281303406
17,-94.33732394366196,2.1632626056671143,3.415527316974476e-05,9.008856432046741e-05,0,0.9999977350234985,3.6303165984463703e-07,2.424711453841155e-07,1.2693279813902336e-06,3.801304444550624e-07,129.76181030273438,-5.002901554107666,-4.1022047996521,46.51532745361328,-13.67442798614502,1.9149188265204429,-168.48564125061034,34.59336470603943
18,-47.38239436619714,2.215733289718628,2.6042202080134302e-05,6.4301879319828e-05,0,0.9999983310699463,2.736380793066928e-07,1.8383633459961857e-07,9.461293188905984e-07,2.8553699848998804e-07,136.70787048339844,-2.036236524581909,-0.8679924011230469,51.61623764038086,-12.303450584411621,1.9290524855256082,-174.3160144805908,32.84406935691833
19,-15.089436619718288,2.2731270790100098,2.099774792441167e-05,5.056471491116099e-05,0,0.9999986886978149,2.1869686861464288e-07,1.4769614153919974e-07,7.493379143852508e-07,2.2751483186311816e-07,142.69496154785156,1.031258463859558,2.1291582584381104,56.325923919677734,-10.39652156829834,1.9572016763687134,-178.9257925415039,33.38589260578156
20,145.4204545454546,2.3356375694274902,1.752816569933202e-05,1.77548445208231e-05,0,0.9999988079071045,1.7972007526623202e-07,1.2196704801681335e-07,6.117896305113391e-07,1.8646181842996157e-07,146.53036499023438,3.6286509037017822,5.588717937469482,61.54502868652344,-7.865487098693848,2.0029837733507154,-183.22213638305664,35.2672158074379
21,80.93309859154928,2.4034295082092285,1.4977884347899817e-05,3.279065276728943e-05,0,0.9999990463256836,1.53041852968272e-07,1.0436059483254212e-07,5.184596716389933e-07,1.58412575501643e-07,148.8399658203125,6.483142852783203,10.846390724182129,65.65166473388672,-4.8492431640625,1.9648540595173836,-185.35535537719727,34.85866339206696
22,-39.06818181818182,2.476640462875366,1.2538283044705167e-05,2.88097307930002e-05,0,0.9999991655349731,1.263239255422377e-07,8.664844131089922e-08,4.2678175304899924e-07,1.3040187241131207e-07,151.95838928222656,8.662548065185547,14.348098754882812,68.9394302368164,-3.2246763706207275,1.9264001855254174,-185.3846753692627,36.89085194110871
23,116.29318181818186,2.5553853511810303,1.0994082913384773e-05,1.5348568922490813e-05,0,0.9999992847442627,1.1004969024952516e-07,7.591288664343665e-08,3.712289924351353e-07,1.1335900751419103e-07,150.8904266357422,12.119744300842285,19.28240966796875,72.93956756591797,-0.2063395082950592,1.968876694738865,-185.52589775085448,37.335128846168516
24,118.32619047619052,2.6397523880004883,9.787056114873849e-06,1.0897169886447955e-05,0,0.9999992847442627,9.62486552680275e-08,6.675601582628587e-08,3.250905535878701e-07,9.891790142546597e-08,152.04356384277344,16.6949520111084,25.377849578857422,76.8273696899414,3.1444547176361084,2.036763710081577,-185.76815269470214,34.458924088478085
25,-84.4661971830986,2.7298166751861572,8.490673280903138e-06,2.6026731575257145e-05,0,0.9999995231628418,8.419782204782678e-08,5.8748174325273794e-08,2.8522600814540056e-07,8.630029668665884e-08,151.60928344726562,21.28641128540039,30.074140548706055,80.10601806640625,6.0710601806640625,1.9457471773028374,-184.90794021606445,36.77982832431793
26,-8.592857142857135,2.8256397247314453,7.863727660151199e-06,1.0596901120152324e-05,0,0.9999995231628418,7.704823445919828e-08,5.401265923410392e-08,2.6199433023066376e-07,7.876712970755761e-08,151.68365478515625,26.122692108154297,35.23088073730469,83.69672393798828,10.249960899353027,1.8952848079800606,-187.62247665405275,33.93738855838776
27,30.69999999999998,2.927276849746704,7.397922672680579e-06,1.1428247489675414e-05,0,0.9999995231628418,7.168628712861391e-08,5.04793717936991e-08,2.450877332194068e-07,7.306881144586441e-08,150.88455200195312,32.50421142578125,40.605613708496094,87.59264373779297,13.350275039672852,1.929267949461937,-186.63865013122557,34.685317306518556
