episode,reward,alpha,ent_ref,ent_ep,argmax_ref,p0,p1,p2,p3,p4,q0,q1,q2,q3,q4,z_norm,loss_actor,loss_critic
1,-964.325,0.20000000298023224,1.6085814237594604,1.6087226867675781,4,0.19194906949996948,0.19743488729000092,0.20564670860767365,0.1917816549539566,0.21318764984607697,0.02327316254377365,-0.04150231182575226,0.01842663064599037,0.008468560874462128,0.014574889093637466,2.784454704049122,,
2,-334.5285714285714,0.19920147955417633,1.6082329750061035,1.6086232662200928,2,0.19562652707099915,0.1861313134431839,0.21414391696453094,0.19646187126636505,0.20763634145259857,0.01150398701429367,-0.053369902074337006,0.005905415862798691,-0.004546476528048515,-0.005272853188216686,2.3782922983169557,-0.31208441853523256,177.36158447265626
3,-273.5181818181818,0.19888313114643097,1.6080372333526611,1.6077146530151367,2,0.1980232149362564,0.18383342027664185,0.21645888686180115,0.19748274981975555,0.20420169830322266,0.00660904124379158,-0.05795872211456299,0.0008915942162275314,-0.010319819673895836,-0.013936363160610199,2.4304487266038595,-0.29811786115169525,179.25770568847656
4,-638.8788732394368,0.19832760095596313,1.6076072454452515,1.6074646711349487,2,0.2004675418138504,0.1806822568178177,0.21885116398334503,0.2008589506149292,0.19914008677005768,-0.001996699720621109,-0.06666956841945648,-0.008159181103110313,-0.020138902589678764,-0.027618637308478355,2.203736956630434,-0.29392842948436737,176.72254834856307
5,-351.47380952380956,0.19753718376159668,1.607306957244873,1.606895089149475,2,0.20704929530620575,0.18028965592384338,0.21843892335891724,0.20229385793209076,0.19192826747894287,-0.014171388000249863,-0.07753535360097885,-0.02886964939534664,-0.03822985291481018,-0.05244787782430649,2.128156104683876,-0.26465670540928843,158.97832946777345
6,-492.74285714285713,0.19569432735443115,1.605010747909546,1.605386734008789,0,0.22527261078357697,0.19827643036842346,0.20229880511760712,0.20649521052837372,0.16765695810317993,-0.06004643440246582,-0.11749173700809479,-0.09704737365245819,-0.09172198176383972,-0.131220281124115,2.2416572697619173,-0.2102211133596745,169.29072440938748
7,-354.7477272727273,0.1946103870868683,1.6017301082611084,1.6001864671707153,0,0.2319820374250412,0.21174702048301697,0.1962561160326004,0.20256668329238892,0.1574481725692749,-0.10231981426477432,-0.15237829089164734,-0.1519676148891449,-0.14030171930789948,-0.18774598836898804,2.269749660577093,-0.1292772623045104,159.4497549874442
8,-490.72112676056344,0.19312593340873718,1.5919270515441895,1.5947115421295166,1,0.23575498163700104,0.24159318208694458,0.17883722484111786,0.20153114199638367,0.1422833949327469,-0.1865057796239853,-0.21440711617469788,-0.2535492181777954,-0.23066337406635284,-0.29552286863327026,1.9362660417189965,-0.025569311721483245,160.46448497283154
9,-617.114285714286,0.19033044576644897,1.538187861442566,1.5580381155014038,1,0.22539584338665009,0.32684504985809326,0.1513616293668747,0.194630429148674,0.10176707059144974,-0.4714164733886719,-0.43417197465896606,-0.5549803972244263,-0.5040996670722961,-0.6301981210708618,2.0758157013318477,0.21004597045099124,162.24043371738532
10,-345.0457746478873,0.18950261175632477,1.5138037204742432,1.5165629386901855,1,0.21367917954921722,0.35345834493637085,0.14201419055461884,0.2006748616695404,0.0901733785867691,-0.6105716228485107,-0.544161856174469,-0.6947015523910522,-0.6281793117523193,-0.779390811920166,1.8504869754497821,0.5249570275728519,154.92376122107873
