episode,reward,action_entropy,z_norm,actions
1,-4156.709677419354,2.0585665702819824,12.530684029354768,"Counter({3: 15, 2: 15, 0: 14, 5: 13, 4: 12, 6: 11, 1: 11, 7: 11})"
2,-716.3709677419355,2.039727210998535,4.6783292102813725,"Counter({0: 7, 1: 7, 4: 4, 2: 4, 3: 2, 6: 1})"
3,-853.5,2.0306906700134277,3.514136517489398,"Counter({1: 10, 3: 4, 5: 3, 0: 3, 4: 3, 2: 2, 7: 1, 6: 1})"
4,-1953.6344086021506,1.9825528860092163,3.07720872870198,"Counter({2: 12, 3: 11, 0: 7, 6: 7, 1: 6, 5: 4, 7: 4, 4: 3})"
5,-1287.91282051282,1.6824588775634766,4.029473426730134,"Counter({0: 25, 2: 16, 1: 15, 3: 13, 7: 8, 6: 4, 4: 4, 5: 1})"
6,-251.7956989247312,1.5497945547103882,2.943060434781588,"Counter({1: 9, 2: 7, 3: 5, 0: 4, 5: 1})"
7,-354.6538461538462,1.4361151456832886,2.7901087260246276,"Counter({2: 18, 0: 15, 1: 9, 3: 5, 5: 1, 4: 1, 7: 1})"
8,-271.1666666666667,1.3920081853866577,2.677013440132141,"Counter({2: 8, 0: 7, 3: 5, 1: 4, 5: 1})"
9,-192.4102564102564,1.3649009466171265,2.7003961493892055,"Counter({1: 11, 0: 9, 2: 8, 3: 3})"
10,-192.92307692307693,1.3647633790969849,2.6835203326266743,"Counter({2: 7, 3: 7, 1: 6, 0: 3})"
11,-178.66666666666669,1.3582454919815063,2.990667541821798,"Counter({0: 17, 2: 13, 1: 5, 3: 1})"
12,-178.57142857142858,1.335678219795227,2.5568878491719564,"Counter({0: 10, 2: 9, 3: 6, 1: 5})"
13,-174.75897435897437,1.1926947832107544,2.3737921606410635,"Counter({0: 15, 2: 9, 3: 5, 1: 4})"
14,-215.34761904761905,1.1581975221633911,2.6184961279233296,"Counter({0: 14, 3: 8, 2: 7, 1: 1})"
15,-204.2047619047619,1.152904748916626,2.3774013178689137,"Counter({2: 11, 0: 6, 3: 4})"
16,-199.61904761904762,1.1065901517868042,2.3053640543028364,"Counter({0: 24, 2: 12, 1: 4, 3: 3})"
17,-231.33870967741933,0.9616899490356445,2.0072009646615316,"Counter({0: 28, 2: 9, 3: 3, 1: 3})"
18,-157.4677419354839,0.8946239948272705,1.913800597190857,"Counter({0: 45, 3: 8, 2: 4, 1: 1})"
19,-203.56923076923078,0.5331335067749023,1.93453112715169,"Counter({0: 45, 3: 8, 1: 3, 2: 1})"
20,-202.11904761904762,0.5154698491096497,1.8324371395366532,"Counter({0: 45, 2: 6, 3: 5})"
21,-151.10952380952378,0.39792314171791077,1.75502756360459,"Counter({0: 63, 2: 6, 1: 3, 3: 1})"
