episode,reward,alpha,ent_ref,ent_ep,argmax_ref,p0,p1,p2,p3,p4,q0,q1,q2,q3,q4,z_norm,loss_actor,loss_critic
1,-195.47619047619048,0.20000000298023224,1.6080718040466309,1.608078956604004,2,0.21019431948661804,0.20110715925693512,0.2117672711610794,0.18435882031917572,0.19257241487503052,0.01926444098353386,-0.05022025853395462,-0.04607574641704559,-0.03679773584008217,0.02228660136461258,3.0693594217300415,,
2,-1161.0750000000003,0.20000000298023224,1.6080718040466309,1.608155608177185,2,0.21019431948661804,0.20110715925693512,0.2117672711610794,0.18435882031917572,0.19257241487503052,0.01926444098353386,-0.05022025853395462,-0.04607574641704559,-0.03679773584008217,0.02228660136461258,3.090238692505019,,
3,-773.3394366197185,0.1982497125864029,1.6057252883911133,1.606200933456421,0,0.22624745965003967,0.17693613469600677,0.19461874663829803,0.19013838469982147,0.21205921471118927,-0.021259291097521782,-0.09078429639339447,-0.08724887669086456,-0.0638531893491745,-0.03168480843305588,2.4481097327338324,-0.27683640068227594,142.2290014787154
4,-470.53571428571433,0.1969107836484909,1.6049096584320068,1.603079915046692,0,0.22765493392944336,0.17290747165679932,0.18553809821605682,0.20687438547611237,0.20702511072158813,-0.05545517057180405,-0.13285602629184723,-0.1282847374677658,-0.09329009801149368,-0.07538701593875885,2.20149525123484,-0.22121277626822977,137.7140303219066
5,-310.9957746478873,0.19624514877796173,1.6049760580062866,1.6033344268798828,0,0.22749562561511993,0.17333796620368958,0.185508131980896,0.20897682011127472,0.20468147099018097,-0.07565037906169891,-0.1544756442308426,-0.14939045906066895,-0.11207876354455948,-0.10285613685846329,2.0786266607396744,-0.1762121021747589,151.5060272216797
6,-485.9045454545456,0.19438035786151886,1.600977897644043,1.6012712717056274,0,0.23738159239292145,0.1709856539964676,0.18594993650913239,0.2249097377061844,0.18077315390110016,-0.14656080305576324,-0.23097947239875793,-0.22459709644317627,-0.1800818145275116,-0.20836056768894196,2.1821282505989075,-0.10488001086438696,156.24119567871094
7,-192.79545454545456,0.19380447268486023,1.597413182258606,1.5960339307785034,0,0.242319256067276,0.16840481758117676,0.18432247638702393,0.23271596431732178,0.17223741114139557,-0.1747441291809082,-0.2644948363304138,-0.25644129514694214,-0.20426195859909058,-0.2469296157360077,2.2471642891565957,-0.017709053724926586,142.99651082356772
8,-372.97142857142865,0.19304560124874115,1.5929512977600098,1.5898995399475098,3,0.24319714307785034,0.16172105073928833,0.18544238805770874,0.24400922656059265,0.16563023626804352,-0.2228125035762787,-0.3207072615623474,-0.3037235736846924,-0.24088627099990845,-0.30291932821273804,2.1993367850780485,0.03258504408877343,149.82674560546874
9,-199.79318181818184,0.19267012178897858,1.5873267650604248,1.5874518156051636,3,0.24495959281921387,0.1554703563451767,0.18361669778823853,0.2556423544883728,0.16031098365783691,-0.24994000792503357,-0.35150235891342163,-0.3287365734577179,-0.26159852743148804,-0.3358910381793976,2.0047027230262757,0.09291850365698337,161.8642807006836
10,-372.0477272727273,0.19164007902145386,1.5706989765167236,1.5756677389144897,3,0.25732454657554626,0.14221128821372986,0.18056772649288177,0.2749430239200592,0.14495348930358887,-0.3301859498023987,-0.45500484108924866,-0.41058623790740967,-0.33013108372688293,-0.4408917725086212,1.862366041966847,0.15747665986418724,162.3302778516497
11,-857.8522727272729,0.18831397593021393,1.4798157215118408,1.5191528797149658,0,0.3164291977882385,0.09748226404190063,0.1913970410823822,0.30987444519996643,0.084817074239254,-0.7618236541748047,-0.9936243295669556,-0.8761252164840698,-0.7762447595596313,-1.0274276733398438,1.9553139412403107,0.5074888333678246,165.41487747192383
12,-343.9591549295774,0.18737684190273285,1.4212853908538818,1.4479846954345703,0,0.35494357347488403,0.08221335709095001,0.1763826161623001,0.32164686918258667,0.06481357663869858,-0.9664777517318726,-1.2462892532348633,-1.1053617000579834,-0.9908025860786438,-1.2896696329116821,2.0115012978062485,1.0139664881157153,161.89136343291312
13,-656.225,0.1855596899986267,1.3344444036483765,1.3530185222625732,0,0.3852628171443939,0.058653634041547775,0.1654435694217682,0.3474704921245575,0.04316946864128113,-1.6118961572647095,-1.9740935564041138,-1.7788705825805664,-1.6369130611419678,-2.0325632095336914,1.8779815773706179,1.5668082124478109,155.776608544427
14,-593.295238095238,0.1846921145915985,1.2479037046432495,1.2488962411880493,0,0.40761178731918335,0.043681010603904724,0.1350858211517334,0.3827633559703827,0.03085796721279621,-2.0870487689971924,-2.5109665393829346,-2.296168088912964,-2.1076929569244385,-2.5718393325805664,2.059202736332303,2.3330476000195457,156.03991771879652
